,page_id,status,date,type,operator,registration,msn,first_flight,crew,passengers,total,aircraft_damage,location,phase,nature,departure_airport,destination_airport,narrative,time,engines,collision_casualties,aircraft_fate,crash_site_elevation,flightnumber,total_airframe_hrs,ground_casualties,operating_for,leased_from,cycles,operated_by,on_behalf_of
1614,20130206-0,Preliminary - official,Wednesday 6 February 2013,Airbus A320-211,Tunis Air,TS-IMB,119,1990-08-17  (22 years 6 months),Fatalities: 0 / Occupants: 8,Fatalities: 0 / Occupants: 75,Fatalities: 0 / Occupants: 83,Substantial,Tunis-Carthage Airport (TUN) (   Tunisia),Landing (LDG),International Scheduled Passenger,"Casablanca-Mohamed V Airport (CMN/GMMN), Morocco","Tunis-Carthage Airport (TUN/DTTA), Tunisia","An Airbus A320-211, registered TS-IMB, sustained substantial damage in a landing accident at Tunis-Carthage Airport (TUN), Tunisia when the nose landing gear collapsed.Tunis Air Flight TU712 departed Casablanca-Mohamed V Airport (CMN), Morocco on a scheduled service to Tunis-Carthage Airport (TUN). The airplane landed in gusty wind conditions on runway 19 when a rain squall was passing the airport.At about 1600 meters from the threshold, the aircraft veered to the right and went off the runway 200 meters further on. The plane then turned left and travelled a distance of about 114 meters in the grass. It then crossed runway 11/29 perpendicularly and travelled another 130 meters in the grass parallel with runway 19 before entering taxiway F were it came to rest with a collapsed nose landing gear.",14:23,2 CFMI CFM56-5A1,,Written off (damaged beyond repair),,712,,,,,,,
1615,20130322-0,Final,Friday 22 March 2013,Grumman G-159 Gulfstream I,Malu Aviation,9Q-CTC,1,1958-08-14  (54 years 8 months),Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 4,Fatalities: 0 / Occupants: 6,Destroyed,Djolu Airport (   Democratic Republic of the Congo),Takeoff (TOF),Ferry/positioning,"Djolu Airport, Democratic Republic of the Congo","Kinshasa-N'Dolo Airport (NLO/FZAB), Democratic Republic of the Congo","On March 12, 2013, a Grumman G-159 Gulfstream I, 9Q-CTC, departed Kinshasa-N'Dolo on a cargo flight to Djolu Airport, D.R. Congo. The flight was uneventful but on landing the aircraft was damaged. Repairs were carried out on sight.Ten days later the aircraft was to be flown back to Kinshasa with two crew members and four technicians on board. After releasing the brakes for takeoff, the aircraft accelerated off the side of the runway and into a forest. The aircraft broke up and a fire erupted.The aircraft involved in the accident was the Grumman G-159 prototype.",12:30 UTC,2 Rolls-Royce Dart 529-8X,,Written off (damaged beyond repair),,,17247,,,,14728,,
1616,20130329-0,Final,Friday 29 March 2013,Airbus A321-111,,SX-BHS,642,1997-01-06  (16 years 3 months),Fatalities: 0 / Occupants: 7,Fatalities: 0 / Occupants: 174,Fatalities: 0 / Occupants: 181,Minor,Lyon Saint-Exupéry Airport (LYS) (   France),Landing (LDG),Int'l Non Scheduled Passenger,"Agadir-Al Massira International Airport (AGA/GMAA), Morocco","Lyon Saint-Exupéry Airfield (LYS/LFLL), France","An Airbus A321-111, registered SX-BHS, experienced a runway excursion after landing at Lyon Saint-Exupéry Airport (LYS). There were no injuries. The airplane operated flight ML7817 from Dakar, Senegal to Lyon, France with an en route stop at Agadir, Morocco.The crew performed an ILS Category 1 (CAT I) approach to runway 36R. The weather conditions are such that operating low visibility procedures (LVP) prevailed.During the transition from the stabilization of height 1000 ft, the aircraft speed was 57 knots greater than the approach speed. At 140 feet, an inappropriate increase in thrust by autothrottles maintained the aircraft at a high speed.The aircraft landed long and the touched down 1600 meters after the 36R threshold. The plane overran at a speed of 75 knots and came to rest about 300 meters beyond the runway end.",20:45,2 CFMI CFM56-5B1,,Repaired,,ML7817,37757,,Air Méditerranée,Hermes Airlines,22420,,
1617,20130513-0,Final,Monday 13 May 2013,Learjet 35A,Evergreen International Aviation,N22MS,35A-209,1978,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 3,Substantial,"McMinnville Municipal Airport, OR (   United States of America)",Landing (LDG),Ferry/positioning,"Grand Junction-Walker Field, CO (GJT/KGJT), United States of America","McMinnville Municipal Airport, OR (KMMV), United States of America","The aircraft, a Learjet 35A, N22MS, experienced a runway overrun upon landing at McMinnville Municipal Airport, Oregon. The aircraft sustained substantial damage and the three passengers onboard were not injured.The airplane had just undergone a flight management system (FMS) upgrade at a maintenance facility in Grand Junction, and this was both its first flight, and its home base return flight, following the upgrade.The pilot reported that the flight and landing approach were uneventful. As the airplane touched down on runway 22, the pilot deployed the spoilers, and then pulled the power levers to the thrust reverser detent position; however, the deploy indicators did not illuminate. He then recycled the thrust levers back into the detent, but again the reversers did not deploy. Both the pilot and copilot attempted to troubleshoot as the airplane continued along the runway. The pilot then applied pressure to the foot pedal brakes, but did not feel a response; the copilot also attempted, but reported that the pedals felt loose and the airplane did not slow down. As the airplane approached the threshold, the pilot engaged the steering lock switch, and attempted to steer the nose wheel, but the airplane did not respond. Just prior to reaching the runway end, he activated the emergency braking lever; however, the airplane rolled off the runway end, through a set of instrument landing system antennas, and down an embankment.Subsequent examination revealed that the mounting screws for both the left and right main landing gear squat switches were loose, such that the switches had backed away from their mounting pads.",12:45,2 Garrett TFE731-2-2B,,Written off (damaged beyond repair),,,15047,,,,9491,,
1618,20130516-1,Final,Thursday 16 May 2013,de Havilland Canada DHC-6 Twin Otter 300,Nepal Airlines,9N-ABO,638,1979-08-24  (33 years 9 months),Fatalities: 0 / Occupants: 3,Fatalities: 0 / Occupants: 18,Fatalities: 0 / Occupants: 21,Substantial,Jomsom Airport (JMO) (   Nepal),Landing (LDG),Domestic Scheduled Passenger,"Pokhara Airport (PKR/VNPK), Nepal","Jomsom Airport (JMO/VNJS), Nepal","A DHC-6 Twin Otter passenger plane sustained substantial damage in a landing accident at Jomsom Airport (JMO), Nepal. Two crew members and one passenger sustained serious injuries.The airplane departed Pokhara Airport (PKR) at 08:10 on a domestic flight to Jomsom. While descending towards the destination airport, the Jomsom controller reported that there was a south-westerly 8-12 knot wind with runway 24 in use.During the approach the pilot in command took over the communication function of the copilot and contacted Jomsom Tower, requesting to use runway 06 instead of runway 24, despite the advice of the tower controller to use runway 24 to avoid tail wind effect in runway 06. The tailwind component, exceeded the five knot tailwind limit stipulated in the companys standard operating procedure.The airplane touched down 776 feet past the threshold of the 2,424-foot-long runway 06. It covered a distance of 194 feet on the airstrip and veered towards the grassland. During the landing roll, when the aircraft was decelerating, the co-pilot had raised the flaps as per the existing practice of carrying out the after the landing checks.""The pilot in command added power to re-enter the runway. After running 705 feet on the grassland the airplane entered the runway again. Without making his intentions clear to the copilot, the pilot in command continued adding power for go around. The accelerating aircraft gained insufficient speed and lift to take off and ran out of the runway 24 end, continued towards the river, hit the barbed fence and gabion wall with an initial impact and finally fell down onto the banks of Kaligandaki River.",08:33,2 Pratt & Whitney Canada PT6A-27,,Written off (damaged beyond repair),,,32291,,,,54267,,
1619,20130516-2,Final,Thursday 16 May 2013,Xian MA60,Myanma Airways,XY-AIQ,0808,2010,Fatalities: 0 / Occupants: 4,Fatalities: 0 / Occupants: 51,Fatalities: 0 / Occupants: 55,Substantial,Mong Hsat Airport (MOG) (   Myanmar),Landing (LDG),Domestic Scheduled Passenger,"Heho Airport (HEH/VYHH), Myanmar","Mong Hsat Airport (MOG/VYMS), Myanmar","A Xian MA60 passenger plane, registered XY-AIQ, sustained damage in a runway excursion accident at Mong Hsat Airport (MOG), Myanmar. There were 55 persons on board, two were injured.The airplane operated on a domestic flight from Yangon (RGN) to Mong Hsat (MOG) via Heho (HEH) and return. The flight left Heho on the return leg at 11:10. The first officer, who was on line training, was Pilot Flying on this leg.When the flight arrived near Mong Hsat the weather was fine with a visibility of about 8 km. The aircraft touched down on runway 12 with an indicated airspeed (IAS) of 144 knots. The airplane could not be stopped and overran the runway at an IAS of 40 knots. It collided with a tree stump and crossed a drainage ditch located 110 m from the runway end. The aircraft turned 80 degrees left and came to rest with a collapsed left hand main landing gear.Mong Hsat (also written as Monghsat), has a single 5000 ft (1500 m) runway 12/30.",11:48,2 Pratt & Whitney Canada PW127J,,,,646,3457,,,,2973,,
1620,20130518-1,Final,Saturday 18 May 2013,Cessna 500 Citation I,BFB Leasing S.A. Arrendamento Mercantil,PT-LPZ,500-0015,1972,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 4,Substantial,"São Paulo-Campo de Marte Airport, SP (   Brazil)",Landing (LDG),Executive,"Sorocaba Airport, SP (SOD/SDCO), Brazil","São Paulo-Campo de Marte Airport, SP (SBMT), Brazil","Cessna 500 Citation PT-LPZ sustained substantial damage after it veered off the runway at Campo de Marte Airport, Sao Paulo, Brazil. The four occupants of the aircraft were uninjured in the accident. The approach to Campo de Marte was flown at VRef +10 kt, a little higher than recommended by the manufacturer. Also, the airplane was near its maximum landing weight. The aircraft touched down on runway 12 at a position approximately 1000 m from the runway threshold. Some 900 m were necessary for landing, but the remaining runway distance was about 300 m. The inexperienced pilot (10 hours on type) attempted to use the emergency braking system, but pulled the wrong handle. He accidently raised the undercarriage. The airplane slid off the left side of the runway and came to rest in the grass.",16:39,,,Written off (damaged beyond repair),,,,,,,,,
1621,20130524-3,Final,Friday 24 May 2013,Airbus A320-232,Air VIA,LZ-MDR,5158,2012-05-10  (1 year ),Fatalities: 0 / Occupants: 6,Fatalities: 0 / Occupants: 172,Fatalities: 0 / Occupants: 178,Substantial,Varna Airpot (VAR) (   Bulgaria),Landing (LDG),International Scheduled Passenger,"Leipzig Airport (LEJ/EDDP), Germany","Varna Airport (VAR/LBWN), Bulgaria","The Airbus A320-232 sustained substantial damage in a runway excursion accident upon landing at Varna Airport (VAR), Bulgaria.The aircraft overran runway 09 and traveled about 200 m over a grass area before crossing a perimeter road and impacting a fence.An emergency evacuation was performed during which two passengers were injured.",10:18,2 IAE V2527-A5,,Repaired,,VIM502,3164,,,,1330,,
1622,20130526-0,Preliminary,Sunday 26 May 2013,Boeing KC-137E (707-324C),Força Aérea Brasileira - FAB,2404,19870/702,1968-04-16  (45 years 2 months),Fatalities: 0 / Occupants: 12,Fatalities: 0 / Occupants: 131,Fatalities: 0 / Occupants: 143,Substantial,Port-au-Prince-Mais Gate Airport (PAP) (   Haiti),Takeoff (TOF),Military,"Port-au-Prince-Mais Gate Airport (PAP/MTPP), Haiti","Manaus-Eduardo Gomes International Airport, AM (MAO/SBEG), Brazil","A Boeing KC-137E transport plane of the Brazilian Air Force sustained substantial damage in a runway excursion accident at Port-au-Prince Airport (PAP), Haiti. There were no injuries.There were 12 crew members and 131 passengers on board, who were part of the Brazilian peacekeeping mission in Haiti.Upon takeoff from runway 28 an engine caught fire and the takeoff was aborted. The airplane veered into the grass. There were burn marks visible on the plane, and its front landing-gear had snapped of.",15:30,4 Pratt & Whitney JT3D-3B,,,,,,,,,,,
1623,20130527-0,Preliminary,Monday 27 May 2013,Cessna 208B Grand Caravan,Goma Air,9N-AJU,208B0770,1999,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 9,Fatalities: 0 / Occupants: 11,Substantial,Simikot Airport (IMK) (   Nepal),Landing (LDG),Domestic Scheduled Passenger,"Nepalganj Airport (KEP/VNNG), Nepal","Simikot Airport (IMK/VNST), Nepal","A Cessna 208B Grand Caravan passenger plane, 9N-AJU, sustained substantial damage in a landing accident at Simikot Airport (IMK), Nepal. There were no injuries. The right main gear tyre of the plane burst upon landing. The plane then skidded and departed the runway on the right hand side. It struck a ditch, severing the right hand main gear and nose gear. There was additional damage to the propeller and right hand wing.",10:35,1 Pratt & Whitney Canada PT6A-114A,,Repaired,,,,,,,,,
1624,20130531-0,Final,Friday 31 May 2013,British Aerospace ATP-F,Deraya Air Taxi,PK-DGI,2027,1990-08-23  (22 years 10 months),Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 2,Substantial,Wamena Airport (WMX) (   Indonesia),Landing (LDG),Cargo,"Jayapura-Sentani Airport (DJJ/WAJJ), Indonesia","Wamena Airport (WMX/WAJW), Indonesia","A British Aerospace ATP cargo plane, PK-DGI, sustained substantial damage in a landing accident at Wamena Airport (WMX), Indonesia. The airplane, operated by Deraya Air Taxi, departed Jayapura-Sentani Airport (DJJ) on a domestic cargo flight to Wamena Airport (WMX).  The captain acted as Pilot Flying and the first officer acted as Pilot Monitoring (PM).At 06:27 the aircraft departed from Sentani Airport and climbed to the cruising altitude of 12,000 feet. The first officer contacted the Wamena Tower controller at 07:01, while the aircraft was approaching Pass Valley point. The controller informed that runway 15 was in use and the weather condition was wind calm, visibility 4 km, low cloud on finals and QNH 1008 mbs. At 07:07, the first officer reported they were on final to runway 15. When reporting runway in sight two minutes later, the controller provided the clearance to land.On short final the aircraft was on heading 140° and was on the right side of the correct flight path. The pilot then rolled to the left up to 20° to align with the runway, then rolled to the right to align with runway 15. This correction was conducted at altitude between 400 to 200 feet AGL.The aircraft touched down on the centerline. During the landing roll at about 750 meters from the beginning of runway 15 the aircraft veered to the left of the runway shoulder, the pilot recovered by applying the right rudder and asymmetrical reverse thrust but the aircraft continued veer to the left and stopped at about 10 meters on the left shoulder of the runway 15.The nose landing gear detached and was found on the shoulder at about 250 meter from the aircraft's final position. The main landing gears were broken and all the propellers bent.",07:09,2 Pratt & Whitney Canada PW126,,Written off (damaged beyond repair),,,15755,,,,25431,,
